text,x_min,y_min,x_max,y_max,width,height,label,stem,x_norm,y_norm,x_center_norm,y_center_norm,width_norm,height_norm
11.23,359,509,419,531,60,22,O,X00016469623,0.8067,0.5226,0.8742,0.5339,0.1348,0.0226
KLEENSO AJAIB 99 SERAI WANYI 900G,14,531,367,553,353,22,O,X00016469623,0.0315,0.5452,0.4281,0.5565,0.7933,0.0226
WDOO - 15,18,552,120,573,102,21,O,X00016469623,0.0404,0.5667,0.1551,0.5775,0.2292,0.0216
9555651400385,16,575,157,595,141,20,O,X00016469623,0.036,0.5903,0.1944,0.6006,0.3169,0.0205
1,247,575,260,591,13,16,B-ADDRESS,X00016469623,0.5551,0.5903,0.5697,0.5986,0.0292,0.0164
X,265,576,284,595,19,19,O,X00016469623,0.5955,0.5914,0.6169,0.6011,0.0427,0.0195
7.45,298,572,343,594,45,22,O,X00016469623,0.6697,0.5873,0.7202,0.5986,0.1011,0.0226
7.45,371,572,420,601,49,29,O,X00016469623,0.8337,0.5873,0.8888,0.6022,0.1101,0.0298
HANDKERCHIEF 71386#2PCS,16,594,265,614,249,20,O,X00016469623,0.036,0.6099,0.3157,0.6201,0.5596,0.0205
PI12PJ11-4 - 6/300,15,618,213,636,198,18,O,X00016469623,0.0337,0.6345,0.2562,0.6437,0.4449,0.0185
9090822,15,638,101,661,86,23,O,X00016469623,0.0337,0.655,0.1303,0.6668,0.1933,0.0236
1,245,636,260,659,15,23,B-ADDRESS,X00016469623,0.5506,0.653,0.5674,0.6648,0.0337,0.0236
X,263,637,284,657,21,20,O,X00016469623,0.591,0.654,0.6146,0.6643,0.0472,0.0205
4.50,295,636,344,661,49,25,O,X00016469623,0.6629,0.653,0.718,0.6658,0.1101,0.0257
4.50,371,637,420,659,49,22,O,X00016469623,0.8337,0.654,0.8888,0.6653,0.1101,0.0226
ITEM (S) : 5,13,678,140,705,127,27,O,X00016469623,0.0292,0.6961,0.1719,0.71,0.2854,0.0277
QTY(S) : 5,324,678,445,708,121,30,O,X00016469623,0.7281,0.6961,0.864,0.7115,0.2719,0.0308
TOTAL,14,718,77,741,63,23,O,X00016469623,0.0315,0.7372,0.1022,0.749,0.1416,0.0236
RM 30.91,346,718,439,741,93,23,O,X00016469623,0.7775,0.7372,0.882,0.749,0.209,0.0236
ROUNDING ADJUSTMENT,15,742,218,761,203,19,O,X00016469623,0.0337,0.7618,0.2618,0.7716,0.4562,0.0195
RM 0.01,355,740,435,762,80,22,O,X00016469623,0.7978,0.7598,0.8876,0.771,0.1798,0.0226
TOTAL ROUNDED,15,763,162,784,147,21,O,X00016469623,0.0337,0.7834,0.1989,0.7941,0.3303,0.0216
RM 30.90,346,762,434,784,88,22,B-TOTAL,X00016469623,0.7775,0.7823,0.8764,0.7936,0.1978,0.0226
CASH,18,783,72,804,54,21,O,X00016469623,0.0404,0.8039,0.1011,0.8147,0.1213,0.0216
RM 51.00,347,783,437,806,90,23,O,X00016469623,0.7798,0.8039,0.8809,0.8157,0.2022,0.0236
CHANGE,14,804,84,825,70,21,O,X00016469623,0.0315,0.8255,0.1101,0.8362,0.1573,0.0216
RM 20.10,349,804,440,829,91,25,O,X00016469623,0.7843,0.8255,0.8865,0.8383,0.2045,0.0257
18-11-18 13 : 58 SH01 ZI53,18,848,271,870,253,22,B-DATE,X00016469623,0.0404,0.8706,0.3247,0.8819,0.5685,0.0226
T2 R000002902,297,847,438,874,141,27,O,X00016469623,0.6674,0.8696,0.8258,0.8835,0.3169,0.0277
UPERATOR TRAINEE CASHIER,19,869,278,894,259,25,O,X00016469623,0.0427,0.8922,0.3337,0.905,0.582,0.0257
EXCHANGE ARE ALLOWED WITHIN,79,910,369,932,290,22,O,X00016469623,0.1775,0.9343,0.5034,0.9456,0.6517,0.0226
7 DAYS WITH RECEIPT.,120,930,329,953,209,23,O,X00016469623,0.2697,0.9548,0.5045,0.9666,0.4697,0.0236
STRICTLY NO CASH REFUND.,98,949,352,974,254,25,O,X00016469623,0.2202,0.9743,0.5056,0.9872,0.5708,0.0257
TAN CHAY YEE,143,43,362,80,219,37,O,X00016469669,0.3413,0.0754,0.6026,0.1079,0.5227,0.0649
ABC HO TRADING,129,86,309,111,180,25,B-COMPANY,X00016469669,0.3079,0.1509,0.5227,0.1728,0.4296,0.0439
"NO.2&4,JALAN HARMONI 3/2,",107,112,328,134,221,22,O,X00016469669,0.2554,0.1965,0.5191,0.2158,0.5274,0.0386
TAMAN DESA HARMONI.,125,135,309,158,184,23,B-ADDRESS,X00016469669,0.2983,0.2368,0.5179,0.257,0.4391,0.0404
81100 JOHOR BAHRU JOHOR,104,158,330,177,226,19,I-ADDRESS,X00016469669,0.2482,0.2772,0.5179,0.2939,0.5394,0.0333
07-355 2616,167,182,279,203,112,21,O,X00016469669,0.3986,0.3193,0.5322,0.3377,0.2673,0.0368
CASH BILL :,27,243,105,260,78,17,O,X00016469669,0.0644,0.4263,0.1575,0.4412,0.1862,0.0298
01-143008,118,242,202,260,84,18,O,X00016469669,0.2816,0.4246,0.3819,0.4404,0.2005,0.0316
DATE,23,263,67,286,44,23,O,X00016469669,0.0549,0.4614,0.1074,0.4816,0.105,0.0404
:,93,268,111,284,18,16,O,X00016469669,0.222,0.4702,0.2434,0.4842,0.043,0.0281
09/01/2019 8:01:11 PM,118,263,301,290,183,27,B-DATE,X00016469669,0.2816,0.4614,0.5,0.4851,0.4368,0.0474
CASHIER,21,290,87,307,66,17,O,X00016469669,0.0501,0.5088,0.1289,0.5237,0.1575,0.0298
:,93,294,112,310,19,16,O,X00016469669,0.222,0.5158,0.2446,0.5298,0.0453,0.0281
01,117,288,144,306,27,18,O,X00016469669,0.2792,0.5053,0.3115,0.5211,0.0644,0.0316
DESCRIPTION,37,314,136,332,99,18,O,X00016469669,0.0883,0.5509,0.2064,0.5667,0.2363,0.0316
QTY,211,312,249,334,38,22,O,X00016469669,0.5036,0.5474,0.5489,0.5667,0.0907,0.0386
PRICE,266,311,317,332,51,21,O,X00016469669,0.6348,0.5456,0.6957,0.564,0.1217,0.0368
AMOUNT,330,312,406,335,76,23,O,X00016469669,0.7876,0.5474,0.8783,0.5675,0.1814,0.0404
RM,277,337,315,357,38,20,B-ADDRESS,X00016469669,0.6611,0.5912,0.7064,0.6088,0.0907,0.0351
RM,347,337,387,354,40,17,I-ADDRESS,X00016469669,0.8282,0.5912,0.8759,0.6061,0.0955,0.0298
PLASTIC,22,362,79,378,57,16,O,X00016469669,0.0525,0.6351,0.1205,0.6491,0.136,0.0281
2,228,361,248,382,20,21,B-ADDRESS,X00016469669,0.5442,0.6333,0.568,0.6518,0.0477,0.0368
15.50,263,360,309,377,46,17,O,X00016469669,0.6277,0.6316,0.6826,0.6465,0.1098,0.0298
31.00,327,359,383,384,56,25,B-TOTAL,X00016469669,0.7804,0.6298,0.8473,0.6518,0.1337,0.0439
TOTAL :,208,394,260,413,52,19,O,X00016469669,0.4964,0.6912,0.5585,0.7079,0.1241,0.0333
31.00,356,395,419,416,63,21,O,X00016469669,0.8496,0.693,0.9248,0.7114,0.1504,0.0368
TOTAL AMOUNT:,142,418,262,439,120,21,O,X00016469669,0.3389,0.7333,0.4821,0.7518,0.2864,0.0368
31.00,345,420,411,442,66,22,O,X00016469669,0.8234,0.7368,0.9021,0.7561,0.1575,0.0386
CASH RECEIVED :,133,439,260,463,127,24,O,X00016469669,0.3174,0.7702,0.469,0.7912,0.3031,0.0421
101.00,353,442,412,459,59,17,O,X00016469669,0.8425,0.7754,0.9129,0.7904,0.1408,0.0298
CHANGE :,181,461,262,487,81,26,O,X00016469669,0.432,0.8088,0.5286,0.8316,0.1933,0.0456
70.00,364,464,414,488,50,24,O,X00016469669,0.8687,0.814,0.9284,0.8351,0.1193,0.0421
*GOODS SOLD ARE NON-REFUNDABLE*,86,502,362,523,276,21,O,X00016469669,0.2053,0.8807,0.5346,0.8991,0.6587,0.0368
***THANK YOU***,149,524,306,544,157,20,O,X00016469669,0.3556,0.9193,0.543,0.9368,0.3747,0.0351
***PLEASE COME AGAIN***,121,547,331,570,210,23,O,X00016469669,0.2888,0.9596,0.5394,0.9798,0.5012,0.0404
TAN CHAY YEE,94,40,316,79,222,39,O,X00016469672,0.2151,0.0345,0.4691,0.0513,0.508,0.0336
SOON HUAT MACHINERY ENTERPRISE,23,103,431,130,408,27,B-COMPANY,X00016469672,0.0526,0.0888,0.5195,0.1004,0.9336,0.0233
(JM0352019-K),159,128,291,149,132,21,O,X00016469672,0.3638,0.1103,0.5149,0.1194,0.3021,0.0181
"NO.53 JALAN PUTRA 1,",127,154,321,177,194,23,B-ADDRESS,X00016469672,0.2906,0.1328,0.5126,0.1427,0.4439,0.0198
"TAMAN SRIPUTRA,",143,178,305,199,162,21,O,X00016469672,0.3272,0.1534,0.5126,0.1625,0.3707,0.0181
81200 JOHOR BAHRU,131,201,316,225,185,24,B-ADDRESS,X00016469672,0.2998,0.1733,0.5114,0.1836,0.4233,0.0207
JOHOR,185,225,269,248,84,23,I-ADDRESS,X00016469672,0.4233,0.194,0.5195,0.2039,0.1922,0.0198
TEL : 07-5547360 / 016-7993391,17,250,271,270,254,20,O,X00016469672,0.0389,0.2155,0.3295,0.2241,0.5812,0.0172
FAX : 07-5624059,293,251,432,267,139,16,O,X00016469672,0.6705,0.2164,0.8295,0.2233,0.3181,0.0138
SOONHUAT2000@HOTMAIL.COM,90,276,362,293,272,17,O,X00016469672,0.2059,0.2379,0.5172,0.2453,0.6224,0.0147
GST ID : 002116837376,128,297,322,317,194,20,O,X00016469672,0.2929,0.256,0.5149,0.2647,0.4439,0.0172
CASH SALES,163,329,283,346,120,17,O,X00016469672,0.373,0.2836,0.5103,0.2909,0.2746,0.0147
DOC NO.,12,356,80,380,68,24,O,X00016469672,0.0275,0.3069,0.1053,0.3172,0.1556,0.0207
: CS00004040,122,359,239,377,117,18,O,X00016469672,0.2792,0.3095,0.413,0.3172,0.2677,0.0155
DATE: 11/01/2019,294,356,433,375,139,19,B-DATE,X00016469672,0.6728,0.3069,0.8318,0.3151,0.3181,0.0164
CASHIER,14,385,78,401,64,16,O,X00016469672,0.032,0.3319,0.1053,0.3388,0.1465,0.0138
: USER,123,386,189,402,66,16,O,X00016469672,0.2815,0.3328,0.357,0.3397,0.151,0.0138
TIME: 09:44:00,296,383,414,402,118,19,O,X00016469672,0.6773,0.3302,0.8124,0.3384,0.27,0.0164
SALESPERSON :,15,413,129,429,114,16,O,X00016469672,0.0343,0.356,0.1648,0.3629,0.2609,0.0138
REF.:,300,410,340,429,40,19,O,X00016469672,0.6865,0.3534,0.7323,0.3616,0.0915,0.0164
"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",45,1136,410,1160,365,24,O,X00016469672,0.103,0.9793,0.5206,0.9897,0.8352,0.0207
ITEM,11,455,54,472,43,17,O,X00016469672,0.0252,0.3922,0.0744,0.3996,0.0984,0.0147
QTY,131,451,170,475,39,24,O,X00016469672,0.2998,0.3888,0.3444,0.3991,0.0892,0.0207
S/PRICE,187,448,240,476,53,28,O,X00016469672,0.4279,0.3862,0.4886,0.3983,0.1213,0.0241
S/PRICE,250,451,307,474,57,23,O,X00016469672,0.5721,0.3888,0.6373,0.3987,0.1304,0.0198
AMOUNT,328,451,390,472,62,21,O,X00016469672,0.7506,0.3888,0.8215,0.3978,0.1419,0.0181
TAX,400,448,437,471,37,23,O,X00016469672,0.9153,0.3862,0.9577,0.3961,0.0847,0.0198
1072,11,475,60,498,49,23,O,X00016469672,0.0252,0.4095,0.0812,0.4194,0.1121,0.0198
1,142,476,161,493,19,17,B-ADDRESS,X00016469672,0.3249,0.4103,0.3467,0.4177,0.0435,0.0147
80.00,185,475,236,495,51,20,O,X00016469672,0.4233,0.4095,0.4817,0.4181,0.1167,0.0172
80.00,253,472,300,496,47,24,O,X00016469672,0.5789,0.4069,0.6327,0.4172,0.1076,0.0207
80.00,345,473,397,493,52,20,O,X00016469672,0.7895,0.4078,0.849,0.4164,0.119,0.0172
REPAIR ENGINE POWER SPRAYER (1UNIT),16,502,321,516,305,14,O,X00016469672,0.0366,0.4328,0.3856,0.4388,0.6979,0.0121
WORKMANSHIP & SERVICE,13,527,167,543,154,16,O,X00016469672,0.0297,0.4543,0.2059,0.4612,0.3524,0.0138
70549,15,546,66,570,51,24,O,X00016469672,0.0343,0.4707,0.0927,0.481,0.1167,0.0207
1,140,547,161,568,21,21,B-ADDRESS,X00016469672,0.3204,0.4716,0.3444,0.4806,0.0481,0.0181
160.00,186,544,243,565,57,21,O,X00016469672,0.4256,0.469,0.4908,0.478,0.1304,0.0181
160.00,255,546,308,567,53,21,O,X00016469672,0.5835,0.4707,0.6442,0.4797,0.1213,0.0181
160.00,341,540,398,564,57,24,O,X00016469672,0.7803,0.4655,0.8455,0.4759,0.1304,0.0207
GIANT 606 OVERFLOW ASSY,15,568,228,588,213,20,O,X00016469672,0.0343,0.4897,0.278,0.4983,0.4874,0.0172
1071,13,598,57,618,44,20,O,X00016469672,0.0297,0.5155,0.0801,0.5241,0.1007,0.0172
1,142,596,161,613,19,17,B-ADDRESS,X00016469672,0.3249,0.5138,0.3467,0.5211,0.0435,0.0147
17.00,195,596,239,617,44,21,O,X00016469672,0.4462,0.5138,0.4966,0.5228,0.1007,0.0181
17.00,259,595,304,622,45,27,O,X00016469672,0.5927,0.5129,0.6442,0.5246,0.103,0.0233
17.00,344,591,403,618,59,27,O,X00016469672,0.7872,0.5095,0.8547,0.5211,0.135,0.0233
ENGINE OIL,13,622,108,642,95,20,O,X00016469672,0.0297,0.5362,0.1384,0.5448,0.2174,0.0172
70791,11,647,63,668,52,21,O,X00016469672,0.0252,0.5578,0.0847,0.5668,0.119,0.0181
1,140,649,163,669,23,20,B-ADDRESS,X00016469672,0.3204,0.5595,0.3467,0.5681,0.0526,0.0172
10.00,194,647,239,667,45,20,O,X00016469672,0.4439,0.5578,0.4954,0.5664,0.103,0.0172
10.00,258,649,306,669,48,20,O,X00016469672,0.5904,0.5595,0.6453,0.5681,0.1098,0.0172
10.00,346,645,393,666,47,21,O,X00016469672,0.7918,0.556,0.8455,0.5651,0.1076,0.0181
GREASE FOR TOOLS 40ML (AKODA),13,675,283,694,270,19,O,X00016469672,0.0297,0.5819,0.3387,0.5901,0.6178,0.0164
70637,15,699,66,720,51,21,O,X00016469672,0.0343,0.6026,0.0927,0.6116,0.1167,0.0181
1,142,701,169,718,27,17,B-ADDRESS,X00016469672,0.3249,0.6043,0.3558,0.6116,0.0618,0.0147
6.00,197,698,234,718,37,20,O,X00016469672,0.4508,0.6017,0.4931,0.6103,0.0847,0.0172
6.00,261,698,302,715,41,17,O,X00016469672,0.5973,0.6017,0.6442,0.6091,0.0938,0.0147
6.00,356,695,397,716,41,21,O,X00016469672,0.8146,0.5991,0.8616,0.6082,0.0938,0.0181
EY20 PLUG CHAMPION,11,723,183,743,172,20,O,X00016469672,0.0252,0.6233,0.222,0.6319,0.3936,0.0172
1643,15,750,60,771,45,21,O,X00016469672,0.0343,0.6466,0.0858,0.6556,0.103,0.0181
1,146,753,163,770,17,17,B-ADDRESS,X00016469672,0.3341,0.6491,0.3535,0.6565,0.0389,0.0147
8.00,193,749,234,772,41,23,O,X00016469672,0.4416,0.6457,0.4886,0.6556,0.0938,0.0198
8.00,261,750,302,769,41,19,O,X00016469672,0.5973,0.6466,0.6442,0.6547,0.0938,0.0164
8.00,354,742,397,769,43,27,O,X00016469672,0.8101,0.6397,0.8593,0.6513,0.0984,0.0233
STARTER TALI,22,778,128,796,106,18,O,X00016469672,0.0503,0.6707,0.1716,0.6784,0.2426,0.0155
70197,22,802,60,822,38,20,O,X00016469672,0.0503,0.6914,0.0938,0.7,0.087,0.0172
1,143,801,166,820,23,19,B-ADDRESS,X00016469672,0.3272,0.6905,0.3535,0.6987,0.0526,0.0164
10.00,198,802,236,817,38,15,O,X00016469672,0.4531,0.6914,0.4966,0.6978,0.087,0.0129
10.00,263,802,303,816,40,14,O,X00016469672,0.6018,0.6914,0.6476,0.6974,0.0915,0.0121
10.00,354,802,392,817,38,15,O,X00016469672,0.8101,0.6914,0.8535,0.6978,0.087,0.0129
EY20 STARTER HANDLE,19,828,191,844,172,16,O,X00016469672,0.0435,0.7138,0.2403,0.7207,0.3936,0.0138
70561,20,853,62,874,42,21,O,X00016469672,0.0458,0.7353,0.0938,0.7444,0.0961,0.0181
2,142,853,169,873,27,20,B-ADDRESS,X00016469672,0.3249,0.7353,0.3558,0.744,0.0618,0.0172
18.00,198,854,232,868,34,14,O,X00016469672,0.4531,0.7362,0.492,0.7422,0.0778,0.0121
18.00,267,852,301,869,34,17,O,X00016469672,0.611,0.7345,0.6499,0.7418,0.0778,0.0147
36.00,351,854,390,870,39,16,O,X00016469672,0.8032,0.7362,0.8478,0.7431,0.0892,0.0138
HD40 1L COTIN,19,878,128,896,109,18,O,X00016469672,0.0435,0.7569,0.1682,0.7647,0.2494,0.0155
TOTAL QTY:,42,903,111,924,69,21,O,X00016469672,0.0961,0.7784,0.1751,0.7875,0.1579,0.0181
9,142,900,163,920,21,20,O,X00016469672,0.3249,0.7759,0.349,0.7845,0.0481,0.0172
327.00,339,903,392,918,53,15,O,X00016469672,0.7757,0.7784,0.8364,0.7849,0.1213,0.0129
TOTAL SALES :,208,940,306,960,98,20,O,X00016469672,0.476,0.8103,0.5881,0.819,0.2243,0.0172
327.00,338,940,395,958,57,18,O,X00016469672,0.7735,0.8103,0.8387,0.8181,0.1304,0.0155
DISCOUNT :,222,972,307,990,85,18,O,X00016469672,0.508,0.8379,0.6053,0.8457,0.1945,0.0155
0.00,358,972,396,987,38,15,O,X00016469672,0.8192,0.8379,0.8627,0.8444,0.087,0.0129
TOTAL :,254,1000,307,1018,53,18,O,X00016469672,0.5812,0.8621,0.6419,0.8698,0.1213,0.0155
0.00,360,1001,394,1016,34,15,O,X00016469672,0.8238,0.8629,0.8627,0.8694,0.0778,0.0129
ROUNDING :,220,1032,306,1049,86,17,O,X00016469672,0.5034,0.8897,0.6018,0.897,0.1968,0.0147
0.00,361,1032,394,1046,33,14,O,X00016469672,0.8261,0.8897,0.8638,0.8957,0.0755,0.0121
TOTAL SALES :,200,1060,309,1081,109,21,O,X00016469672,0.4577,0.9138,0.5824,0.9228,0.2494,0.0181
327.00,343,1062,392,1076,49,14,O,X00016469672,0.7849,0.9155,0.841,0.9216,0.1121,0.0121
CASH :,241,1091,308,1107,67,16,O,X00016469672,0.5515,0.9405,0.6281,0.9474,0.1533,0.0138
327.00,343,1091,394,1108,51,17,B-TOTAL,X00016469672,0.7849,0.9405,0.8432,0.9478,0.1167,0.0147
CHANGE :,227,1114,308,1132,81,18,O,X00016469672,0.5195,0.9603,0.6121,0.9681,0.1854,0.0155
0.00,359,1114,394,1128,35,14,O,X00016469672,0.8215,0.9603,0.8616,0.9664,0.0801,0.0121
TAN CHAY YEE,127,55,347,89,220,34,O,X00016469676,0.2867,0.0853,0.535,0.1116,0.4966,0.0527
S.H.H. MOTOR (SUNGAI RENGIT) SDN. BHD.,53,88,415,127,362,39,B-COMPANY,X00016469676,0.1196,0.1364,0.5282,0.1667,0.8172,0.0605
(801580-T),157,126,266,147,109,21,O,X00016469676,0.3544,0.1953,0.4774,0.2116,0.246,0.0326
"NO. 343, JALAN KURAU, SUNGAI RENGIT,",77,150,392,170,315,20,B-ADDRESS,X00016469676,0.1738,0.2326,0.5293,0.2481,0.7111,0.031
"81620 PENGERANG, JOHOR.",124,167,334,191,210,24,I-ADDRESS,X00016469676,0.2799,0.2589,0.5169,0.2775,0.474,0.0372
TEL: 07-8263254 FAX: 07-8266888,95,191,374,215,279,24,O,X00016469676,0.2144,0.2961,0.5293,0.3147,0.6298,0.0372
INVOICE,201,234,266,259,65,25,O,X00016469676,0.4537,0.3628,0.5271,0.3822,0.1467,0.0388
ITEM/DESC.,17,300,103,323,86,23,O,X00016469676,0.0384,0.4651,0.1354,0.4829,0.1941,0.0357
QTY U.PRICE RM(TOTAL),253,300,440,323,187,23,O,X00016469676,0.5711,0.4651,0.7822,0.4829,0.4221,0.0357
4132,14,343,56,364,42,21,O,X00016469676,0.0316,0.5318,0.079,0.5481,0.0948,0.0326
1,272,343,290,369,18,26,B-ADDRESS,X00016469676,0.614,0.5318,0.6343,0.5519,0.0406,0.0403
20.00,307,343,353,367,46,24,O,X00016469676,0.693,0.5318,0.7449,0.5504,0.1038,0.0372
20.00,392,344,443,367,51,23,O,X00016469676,0.8849,0.5333,0.9424,0.5512,0.1151,0.0357
CROCS 300X17 TUBES,19,364,186,389,167,25,O,X00016469676,0.0429,0.5643,0.2314,0.5837,0.377,0.0388
SUB TOTAL :,264,408,360,428,96,20,O,X00016469676,0.5959,0.6326,0.7043,0.6481,0.2167,0.031
20.00,396,410,441,427,45,17,O,X00016469676,0.8939,0.6357,0.9447,0.6488,0.1016,0.0264
ROUNDING ADJUSTMENT :,175,432,360,449,185,17,O,X00016469676,0.395,0.6698,0.6038,0.6829,0.4176,0.0264
0.00,405,433,441,451,36,18,O,X00016469676,0.9142,0.6713,0.9549,0.6853,0.0813,0.0279
GRAND TOTAL :,241,450,361,473,120,23,O,X00016469676,0.544,0.6977,0.6795,0.7155,0.2709,0.0357
20.00,397,454,439,472,42,18,O,X00016469676,0.8962,0.7039,0.9436,0.7178,0.0948,0.0279
CASH :,306,475,361,497,55,22,O,X00016469676,0.6907,0.7364,0.7528,0.7535,0.1242,0.0341
20.00,396,473,442,494,46,21,B-TOTAL,X00016469676,0.8939,0.7333,0.9458,0.7496,0.1038,0.0326
CHANGE :,289,497,361,516,72,19,O,X00016469676,0.6524,0.7705,0.7336,0.7853,0.1625,0.0295
0.00,405,497,443,516,38,19,O,X00016469676,0.9142,0.7705,0.9571,0.7853,0.0858,0.0295
"23-01-2019 13:14:15 PM, PRINT BY: ROOT",15,538,351,561,336,23,B-DATE,X00016469676,0.0339,0.8341,0.4131,0.8519,0.7585,0.0357
"TOKEN NO: 0, STATION ID: A1, PID: POS",18,560,345,581,327,21,O,X00016469676,0.0406,0.8682,0.4097,0.8845,0.7381,0.0326
INVOICE NO: 22497,14,582,167,602,153,20,O,X00016469676,0.0316,0.9023,0.2043,0.9178,0.3454,0.031
THANKS YOUR SUPPORT,15,622,186,645,171,23,O,X00016469676,0.0339,0.9643,0.2269,0.9822,0.386,0.0357
PERNIAGAAN ZHENG HUI,366,241,597,259,231,18,B-COMPANY,X51005200938,0.5648,0.2118,0.7431,0.2197,0.3565,0.0158
JM0325955-V,435,263,526,283,91,20,O,X51005200938,0.6713,0.2311,0.7415,0.2399,0.1404,0.0176
NO.59 JALAN PERMAS 9/5,391,282,562,302,171,20,B-ADDRESS,X51005200938,0.6034,0.2478,0.7353,0.2566,0.2639,0.0176
BANDAR BARU PERMAS JAYA,377,299,578,315,201,16,I-ADDRESS,X51005200938,0.5818,0.2627,0.7369,0.2698,0.3102,0.0141
81760 JOHOR BAHRU,407,319,549,336,142,17,I-ADDRESS,X51005200938,0.6281,0.2803,0.7377,0.2878,0.2191,0.0149
TEL : 07-386 7524 FAX : 07-386 3793,367,337,614,353,247,16,O,X51005200938,0.5664,0.2961,0.7569,0.3032,0.3812,0.0141
GST NO: 000800589824,409,357,570,374,161,17,O,X51005200938,0.6312,0.3137,0.7554,0.3212,0.2485,0.0149
SIMPLIFIED TAX INVOICE,399,387,579,402,180,15,O,X51005200938,0.6157,0.3401,0.7546,0.3467,0.2778,0.0132
GOGIANT ENGINEERING (M) SDN BHD,311,411,561,428,250,17,O,X51005200938,0.4799,0.3612,0.6728,0.3686,0.3858,0.0149
RECEIPT#: CS00082662,309,437,462,452,153,15,O,X51005200938,0.4769,0.384,0.5949,0.3906,0.2361,0.0132
SALESPERSON:,309,457,392,474,83,17,O,X51005200938,0.4769,0.4016,0.5409,0.4091,0.1281,0.0149
DATE: 12/02/2018,532,463,637,479,105,16,B-DATE,X51005200938,0.821,0.4069,0.902,0.4139,0.162,0.0141
CASHIER: USER,308,475,410,492,102,17,O,X51005200938,0.4753,0.4174,0.554,0.4249,0.1574,0.0149
TIME:08:30:00,530,483,624,498,94,15,O,X51005200938,0.8179,0.4244,0.8904,0.431,0.1451,0.0132
(RM),540,513,574,527,34,14,O,X51005200938,0.8333,0.4508,0.8596,0.4569,0.0525,0.0123
(RM),612,512,647,528,35,16,O,X51005200938,0.9444,0.4499,0.9715,0.4569,0.054,0.0141
ITEM,308,525,340,541,32,16,O,X51005200938,0.4753,0.4613,0.5,0.4684,0.0494,0.0141
QTY,489,530,516,545,27,15,O,X51005200938,0.7546,0.4657,0.7755,0.4723,0.0417,0.0132
RSP,543,527,569,544,26,17,O,X51005200938,0.838,0.4631,0.858,0.4706,0.0401,0.0149
AMOUNT,592,529,645,543,53,14,O,X51005200938,0.9136,0.4649,0.9545,0.471,0.0818,0.0123
8239,307,543,343,558,36,15,O,X51005200938,0.4738,0.4772,0.5015,0.4837,0.0556,0.0132
1,495,548,509,561,14,13,B-ADDRESS,X51005200938,0.7639,0.4815,0.7747,0.4873,0.0216,0.0114
15.00,540,547,575,563,35,16,O,X51005200938,0.8333,0.4807,0.8603,0.4877,0.054,0.0141
15.00,610,544,644,562,34,18,O,X51005200938,0.9414,0.478,0.9676,0.4859,0.0525,0.0158
"SR: 11"" PROWESS H/DUTY SILICONE GUN G-D2",309,563,619,580,310,17,O,X51005200938,0.4769,0.4947,0.716,0.5022,0.4784,0.0149
9555075109147,301,585,410,603,109,18,O,X51005200938,0.4645,0.5141,0.5486,0.522,0.1682,0.0158
3,492,588,515,602,23,14,O,X51005200938,0.7593,0.5167,0.777,0.5228,0.0355,0.0123
7.00,540,588,576,602,36,14,O,X51005200938,0.8333,0.5167,0.8611,0.5228,0.0556,0.0123
21.00,606,587,648,602,42,15,O,X51005200938,0.9352,0.5158,0.9676,0.5224,0.0648,0.0132
SR: XTRASEAL RTV ACETIC SILICONE SA-107,304,605,608,622,304,17,O,X51005200938,0.4691,0.5316,0.7037,0.5391,0.4691,0.0149
9744,305,627,342,641,37,14,O,X51005200938,0.4707,0.551,0.4992,0.5571,0.0571,0.0123
1,495,631,506,643,11,12,B-ADDRESS,X51005200938,0.7639,0.5545,0.7724,0.5598,0.017,0.0105
18.00,537,629,575,645,38,16,O,X51005200938,0.8287,0.5527,0.858,0.5598,0.0586,0.0141
18.00,608,629,642,644,34,15,O,X51005200938,0.9383,0.5527,0.9645,0.5593,0.0525,0.0132
"SR: CENTRAL PUNCH SET 3PCS - 1/4"",5/32"".1/4""",307,646,616,665,309,19,O,X51005200938,0.4738,0.5677,0.7122,0.576,0.4769,0.0167
12525,305,667,348,681,43,14,O,X51005200938,0.4707,0.5861,0.5039,0.5923,0.0664,0.0123
1,496,672,509,685,13,13,B-ADDRESS,X51005200938,0.7654,0.5905,0.7755,0.5962,0.0201,0.0114
50.00,537,669,576,685,39,16,O,X51005200938,0.8287,0.5879,0.8588,0.5949,0.0602,0.0141
50.00,606,670,642,686,36,16,O,X51005200938,0.9352,0.5888,0.963,0.5958,0.0556,0.0141
"SR. 24"" MARKSMAN PIPE WRENCH",304,688,535,705,231,17,O,X51005200938,0.4691,0.6046,0.6474,0.612,0.3565,0.0149
2016,304,709,340,723,36,14,O,X51005200938,0.4691,0.623,0.4969,0.6292,0.0556,0.0123
3,495,711,508,725,13,14,O,X51005200938,0.7639,0.6248,0.7739,0.6309,0.0201,0.0123
0.70,538,709,569,725,31,16,O,X51005200938,0.8302,0.623,0.8542,0.6301,0.0478,0.0141
2.10,614,712,643,726,29,14,O,X51005200938,0.9475,0.6257,0.9699,0.6318,0.0448,0.0123
SR: PVC WIRE TAPE 1PC X 7YD,305,727,512,746,207,19,O,X51005200938,0.4707,0.6388,0.6304,0.6472,0.3194,0.0167
